x,y,z,nx,ny,nz,f_dc_0,f_dc_1,f_dc_2,f_rest_0,f_rest_1,f_rest_2,f_rest_3,f_rest_4,f_rest_5,f_rest_6,f_rest_7,f_rest_8,f_rest_9,f_rest_10,f_rest_11,f_rest_12,f_rest_13,f_rest_14,f_rest_15,f_rest_16,f_rest_17,f_rest_18,f_rest_19,f_rest_20,f_rest_21,f_rest_22,f_rest_23,f_rest_24,f_rest_25,f_rest_26,f_rest_27,f_rest_28,f_rest_29,f_rest_30,f_rest_31,f_rest_32,f_rest_33,f_rest_34,f_rest_35,f_rest_36,f_rest_37,f_rest_38,f_rest_39,f_rest_40,f_rest_41,f_rest_42,f_rest_43,f_rest_44,opacity,scale_0,scale_1,scale_2,rot_0,rot_1,rot_2,rot_3
0.11532187461853027,-0.8306783437728882,-0.23343273997306824,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,1.0,0.0,0.0,0.0
-0.014759152196347713,-0.0862111747264862,0.8699519634246826,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,1.0,0.0,0.0,0.0
0.3722737729549408,-0.5233190655708313,-0.5569403171539307,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,1.0,0.0,0.0,0.0
0.14163820445537567,0.3906729817390442,0.6012802124023438,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,1.0,0.0,0.0,0.0
-0.18182432651519775,0.27614229917526245,0.3917984962463379,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,1.0,0.0,0.0,0.0
0.7270530462265015,0.26075389981269836,-0.31656190752983093,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,1.0,0.0,0.0,0.0
-0.306723028421402,-0.6500898599624634,0.6835839748382568,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,1.0,0.0,0.0,0.0
-0.7661463022232056,0.33105871081352234,0.26553934812545776,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,1.0,0.0,0.0,0.0
0.5498482584953308,0.09401211142539978,-0.4812537729740143,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,1.0,0.0,0.0,0.0
0.3958776295185089,-0.3785860538482666,-0.04953277111053467,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026,1.0,0.0,0.0,0.0
